#SNAME	SCANTYPE	FRAME	LONGITUDE	LATITUDE	DATETIME	SIDEREALTIME
C/2012	TLESCAN	EQ	16:09:52.31	-22:43:24.4	2013/11/28 11:33:24	16:40:30.81
C/2012	TLESCAN	EQ	16:09:52.42	-22:43:24.3	2013/11/28 11:33:29	16:40:35.82
C/2012	TLESCAN	EQ	16:09:52.53	-22:43:24.1	2013/11/28 11:33:34	16:40:40.83
C/2012	TLESCAN	EQ	16:09:52.63	-22:43:23.9	2013/11/28 11:33:39	16:40:45.85
C/2012	TLESCAN	EQ	16:09:52.74	-22:43:23.7	2013/11/28 11:33:44	16:40:50.86
C/2012	TLESCAN	EQ	16:09:52.85	-22:43:23.6	2013/11/28 11:33:49	16:40:55.87
C/2012	TLESCAN	EQ	16:09:52.96	-22:43:23.4	2013/11/28 11:33:54	16:41:00.89
C/2012	TLESCAN	EQ	16:09:53.06	-22:43:23.2	2013/11/28 11:33:59	16:41:05.90
C/2012	TLESCAN	EQ	16:09:53.17	-22:43:23.0	2013/11/28 11:34:04	16:41:10.91
C/2012	TLESCAN	EQ	16:09:53.28	-22:43:22.8	2013/11/28 11:34:09	16:41:15.93
C/2012	TLESCAN	EQ	16:09:53.39	-22:43:22.7	2013/11/28 11:34:14	16:41:20.94
C/2012	TLESCAN	EQ	16:09:53.50	-22:43:22.5	2013/11/28 11:34:18	16:41:25.96
C/2012	TLESCAN	EQ	16:09:53.58	-22:43:22.3	2013/11/28 11:34:22	16:41:29.97
C/2012	TLESCAN	EQ	16:09:53.67	-22:43:22.2	2013/11/28 11:34:26	16:41:33.98
C/2012	TLESCAN	EQ	16:09:53.75	-22:43:22.0	2013/11/28 11:34:30	16:41:37.99
C/2012	TLESCAN	EQ	16:09:53.84	-22:43:21.9	2013/11/28 11:34:34	16:41:42.00
C/2012	TLESCAN	EQ	16:09:53.93	-22:43:21.8	2013/11/28 11:34:38	16:41:46.01
C/2012	TLESCAN	EQ	16:09:54.01	-22:43:21.6	2013/11/28 11:34:42	16:41:50.02
C/2012	TLESCAN	EQ	16:09:54.10	-22:43:21.5	2013/11/28 11:34:47	16:41:54.03
C/2012	TLESCAN	EQ	16:09:54.21	-22:43:21.3	2013/11/28 11:34:52	16:41:59.05
C/2012	TLESCAN	EQ	16:09:54.31	-22:43:21.1	2013/11/28 11:34:57	16:42:04.06
C/2012	TLESCAN	EQ	16:09:54.42	-22:43:20.9	2013/11/28 11:35:01	16:42:09.07
C/2012	TLESCAN	EQ	16:09:54.51	-22:43:20.8	2013/11/28 11:35:06	16:42:13.08
C/2012	TLESCAN	EQ	16:09:54.61	-22:43:20.6	2013/11/28 11:35:11	16:42:18.10
C/2012	TLESCAN	EQ	16:09:54.72	-22:43:20.4	2013/11/28 11:35:16	16:42:23.11
C/2012	TLESCAN	EQ	16:09:54.83	-22:43:20.2	2013/11/28 11:35:21	16:42:28.13
C/2012	TLESCAN	EQ	16:09:54.94	-22:43:20.1	2013/11/28 11:35:25	16:42:33.14
C/2012	TLESCAN	EQ	16:09:55.02	-22:43:19.9	2013/11/28 11:35:30	16:42:37.15
C/2012	TLESCAN	EQ	16:09:55.13	-22:43:19.7	2013/11/28 11:35:35	16:42:42.16
C/2012	TLESCAN	EQ	16:09:55.24	-22:43:19.6	2013/11/28 11:35:40	16:42:47.18
C/2012	TLESCAN	EQ	16:09:55.35	-22:43:19.4	2013/11/28 11:35:44	16:42:52.19
C/2012	TLESCAN	EQ	16:09:55.43	-22:43:19.2	2013/11/28 11:35:49	16:42:56.20
C/2012	TLESCAN	EQ	16:09:55.54	-22:43:19.0	2013/11/28 11:35:54	16:43:01.22
C/2012	TLESCAN	EQ	16:09:55.65	-22:43:18.9	2013/11/28 11:35:59	16:43:06.23
C/2012	TLESCAN	EQ	16:09:55.76	-22:43:18.7	2013/11/28 11:36:04	16:43:11.24
C/2012	TLESCAN	EQ	16:09:55.86	-22:43:18.5	2013/11/28 11:36:09	16:43:16.26
C/2012	TLESCAN	EQ	16:09:55.97	-22:43:18.3	2013/11/28 11:36:14	16:43:21.27
C/2012	TLESCAN	EQ	16:09:56.08	-22:43:18.1	2013/11/28 11:36:19	16:43:26.28
C/2012	TLESCAN	EQ	16:09:56.19	-22:43:18.0	2013/11/28 11:36:24	16:43:31.30
C/2012	TLESCAN	EQ	16:09:56.30	-22:43:17.8	2013/11/28 11:36:29	16:43:36.31
C/2012	TLESCAN	EQ	16:09:56.40	-22:43:17.6	2013/11/28 11:36:34	16:43:41.33
C/2012	TLESCAN	EQ	16:09:56.51	-22:43:17.4	2013/11/28 11:36:39	16:43:46.34
C/2012	TLESCAN	EQ	16:09:56.62	-22:43:17.2	2013/11/28 11:36:44	16:43:51.35
C/2012	TLESCAN	EQ	16:09:56.73	-22:43:17.1	2013/11/28 11:36:49	16:43:56.37
C/2012	TLESCAN	EQ	16:09:56.83	-22:43:16.9	2013/11/28 11:36:54	16:44:01.38
C/2012	TLESCAN	EQ	16:09:56.94	-22:43:16.7	2013/11/28 11:36:59	16:44:06.39
C/2012	TLESCAN	EQ	16:09:57.05	-22:43:16.5	2013/11/28 11:37:04	16:44:11.41
C/2012	TLESCAN	EQ	16:09:57.16	-22:43:16.3	2013/11/28 11:37:09	16:44:16.42
C/2012	TLESCAN	EQ	16:09:57.27	-22:43:16.1	2013/11/28 11:37:14	16:44:21.43
C/2012	TLESCAN	EQ	16:09:57.37	-22:43:16.0	2013/11/28 11:37:18	16:44:26.45
C/2012	TLESCAN	EQ	16:09:57.46	-22:43:15.8	2013/11/28 11:37:22	16:44:30.46
C/2012	TLESCAN	EQ	16:09:57.55	-22:43:15.7	2013/11/28 11:37:26	16:44:34.47
C/2012	TLESCAN	EQ	16:09:57.63	-22:43:15.5	2013/11/28 11:37:30	16:44:38.48
C/2012	TLESCAN	EQ	16:09:57.72	-22:43:15.4	2013/11/28 11:37:34	16:44:42.49
C/2012	TLESCAN	EQ	16:09:57.81	-22:43:15.2	2013/11/28 11:37:38	16:44:46.50
C/2012	TLESCAN	EQ	16:09:57.89	-22:43:15.1	2013/11/28 11:37:42	16:44:50.51
C/2012	TLESCAN	EQ	16:09:57.98	-22:43:14.9	2013/11/28 11:37:47	16:44:54.53
C/2012	TLESCAN	EQ	16:09:58.09	-22:43:14.8	2013/11/28 11:37:52	16:44:59.54
C/2012	TLESCAN	EQ	16:09:58.19	-22:43:14.6	2013/11/28 11:37:57	16:45:04.55
C/2012	TLESCAN	EQ	16:09:58.30	-22:43:14.4	2013/11/28 11:38:01	16:45:09.57
C/2012	TLESCAN	EQ	16:09:58.39	-22:43:14.2	2013/11/28 11:38:06	16:45:13.58
C/2012	TLESCAN	EQ	16:09:58.50	-22:43:14.1	2013/11/28 11:38:11	16:45:18.59
C/2012	TLESCAN	EQ	16:09:58.60	-22:43:13.9	2013/11/28 11:38:16	16:45:23.60
C/2012	TLESCAN	EQ	16:09:58.71	-22:43:13.7	2013/11/28 11:38:20	16:45:28.62
C/2012	TLESCAN	EQ	16:09:58.80	-22:43:13.5	2013/11/28 11:38:25	16:45:32.63
C/2012	TLESCAN	EQ	16:09:58.91	-22:43:13.4	2013/11/28 11:38:30	16:45:37.64
C/2012	TLESCAN	EQ	16:09:59.01	-22:43:13.2	2013/11/28 11:38:35	16:45:42.66
C/2012	TLESCAN	EQ	16:09:59.12	-22:43:13.0	2013/11/28 11:38:40	16:45:47.67
C/2012	TLESCAN	EQ	16:09:59.23	-22:43:12.8	2013/11/28 11:38:44	16:45:52.68
C/2012	TLESCAN	EQ	16:09:59.32	-22:43:12.7	2013/11/28 11:38:49	16:45:56.69
C/2012	TLESCAN	EQ	16:09:59.42	-22:43:12.5	2013/11/28 11:38:54	16:46:01.71
C/2012	TLESCAN	EQ	16:09:59.53	-22:43:12.3	2013/11/28 11:38:59	16:46:06.72
C/2012	TLESCAN	EQ	16:09:59.64	-22:43:12.1	2013/11/28 11:39:04	16:46:11.74
C/2012	TLESCAN	EQ	16:09:59.75	-22:43:11.9	2013/11/28 11:39:09	16:46:16.75
C/2012	TLESCAN	EQ	16:09:59.86	-22:43:11.7	2013/11/28 11:39:14	16:46:21.76
C/2012	TLESCAN	EQ	16:09:59.97	-22:43:11.6	2013/11/28 11:39:19	16:46:26.78
C/2012	TLESCAN	EQ	16:10:00.07	-22:43:11.4	2013/11/28 11:39:24	16:46:31.79
C/2012	TLESCAN	EQ	16:10:00.18	-22:43:11.2	2013/11/28 11:39:29	16:46:36.80
C/2012	TLESCAN	EQ	16:10:00.29	-22:43:11.0	2013/11/28 11:39:34	16:46:41.82
C/2012	TLESCAN	EQ	16:10:00.40	-22:43:10.8	2013/11/28 11:39:38	16:46:46.83
C/2012	TLESCAN	EQ	16:10:00.48	-22:43:10.7	2013/11/28 11:39:43	16:46:50.84
C/2012	TLESCAN	EQ	16:10:00.59	-22:43:10.5	2013/11/28 11:39:48	16:46:55.86
C/2012	TLESCAN	EQ	16:10:00.70	-22:43:10.3	2013/11/28 11:39:53	16:47:00.87
C/2012	TLESCAN	EQ	16:10:00.81	-22:43:10.1	2013/11/28 11:39:58	16:47:05.88
C/2012	TLESCAN	EQ	16:10:00.92	-22:43:09.9	2013/11/28 11:40:03	16:47:10.90
C/2012	TLESCAN	EQ	16:10:01.02	-22:43:09.7	2013/11/28 11:40:08	16:47:15.91
C/2012	TLESCAN	EQ	16:10:01.13	-22:43:09.6	2013/11/28 11:40:13	16:47:20.92
C/2012	TLESCAN	EQ	16:10:01.24	-22:43:09.4	2013/11/28 11:40:18	16:47:25.94
C/2012	TLESCAN	EQ	16:10:01.35	-22:43:09.2	2013/11/28 11:40:23	16:47:30.95
C/2012	TLESCAN	EQ	16:10:01.46	-22:43:09.0	2013/11/28 11:40:28	16:47:35.97
C/2012	TLESCAN	EQ	16:10:01.56	-22:43:08.8	2013/11/28 11:40:33	16:47:40.98
C/2012	TLESCAN	EQ	16:10:01.67	-22:43:08.6	2013/11/28 11:40:38	16:47:45.99
C/2012	TLESCAN	EQ	16:10:01.78	-22:43:08.4	2013/11/28 11:40:43	16:47:51.01
C/2012	TLESCAN	EQ	16:10:01.89	-22:43:08.3	2013/11/28 11:40:48	16:47:56.02
C/2012	TLESCAN	EQ	16:10:02.00	-22:43:08.1	2013/11/28 11:40:53	16:48:01.03
C/2012	TLESCAN	EQ	16:10:02.11	-22:43:07.9	2013/11/28 11:40:58	16:48:06.05
C/2012	TLESCAN	EQ	16:10:02.21	-22:43:07.7	2013/11/28 11:41:03	16:48:11.06
C/2012	TLESCAN	EQ	16:10:02.32	-22:43:07.5	2013/11/28 11:41:08	16:48:16.08
C/2012	TLESCAN	EQ	16:10:02.43	-22:43:07.3	2013/11/28 11:41:12	16:48:21.09
C/2012	TLESCAN	EQ	16:10:02.52	-22:43:07.2	2013/11/28 11:41:17	16:48:25.10
C/2012	TLESCAN	EQ	16:10:02.62	-22:43:07.0	2013/11/28 11:41:22	16:48:30.11
C/2012	TLESCAN	EQ	16:10:02.73	-22:43:06.8	2013/11/28 11:41:27	16:48:35.13
C/2012	TLESCAN	EQ	16:10:02.84	-22:43:06.6	2013/11/28 11:41:31	16:48:40.14
C/2012	TLESCAN	EQ	16:10:02.93	-22:43:06.5	2013/11/28 11:41:36	16:48:44.15
C/2012	TLESCAN	EQ	16:10:03.04	-22:43:06.3	2013/11/28 11:41:41	16:48:49.17
C/2012	TLESCAN	EQ	16:10:03.14	-22:43:06.1	2013/11/28 11:41:46	16:48:54.18
C/2012	TLESCAN	EQ	16:10:03.25	-22:43:05.9	2013/11/28 11:41:51	16:48:59.19
C/2012	TLESCAN	EQ	16:10:03.36	-22:43:05.7	2013/11/28 11:41:55	16:49:04.21
C/2012	TLESCAN	EQ	16:10:03.45	-22:43:05.6	2013/11/28 11:42:00	16:49:08.22
C/2012	TLESCAN	EQ	16:10:03.56	-22:43:05.4	2013/11/28 11:42:05	16:49:13.23
C/2012	TLESCAN	EQ	16:10:03.66	-22:43:05.2	2013/11/28 11:42:10	16:49:18.25
C/2012	TLESCAN	EQ	16:10:03.77	-22:43:05.0	2013/11/28 11:42:14	16:49:23.26
C/2012	TLESCAN	EQ	16:10:03.86	-22:43:04.9	2013/11/28 11:42:19	16:49:27.27
C/2012	TLESCAN	EQ	16:10:03.97	-22:43:04.7	2013/11/28 11:42:24	16:49:32.28
C/2012	TLESCAN	EQ	16:10:04.08	-22:43:04.5	2013/11/28 11:42:29	16:49:37.30
C/2012	TLESCAN	EQ	16:10:04.18	-22:43:04.3	2013/11/28 11:42:34	16:49:42.31
C/2012	TLESCAN	EQ	16:10:04.29	-22:43:04.1	2013/11/28 11:42:38	16:49:47.32
C/2012	TLESCAN	EQ	16:10:04.38	-22:43:04.0	2013/11/28 11:42:43	16:49:51.34
C/2012	TLESCAN	EQ	16:10:04.49	-22:43:03.8	2013/11/28 11:42:48	16:49:56.35
C/2012	TLESCAN	EQ	16:10:04.60	-22:43:03.6	2013/11/28 11:42:53	16:50:01.36
C/2012	TLESCAN	EQ	16:10:04.70	-22:43:03.4	2013/11/28 11:42:57	16:50:06.38
C/2012	TLESCAN	EQ	16:10:04.79	-22:43:03.3	2013/11/28 11:43:02	16:50:10.39
C/2012	TLESCAN	EQ	16:10:04.90	-22:43:03.1	2013/11/28 11:43:07	16:50:15.40
C/2012	TLESCAN	EQ	16:10:05.01	-22:43:02.9	2013/11/28 11:43:12	16:50:20.41
C/2012	TLESCAN	EQ	16:10:05.12	-22:43:02.7	2013/11/28 11:43:17	16:50:25.43
C/2012	TLESCAN	EQ	16:10:05.22	-22:43:02.5	2013/11/28 11:43:22	16:50:30.44
C/2012	TLESCAN	EQ	16:10:05.33	-22:43:02.3	2013/11/28 11:43:27	16:50:35.46
C/2012	TLESCAN	EQ	16:10:05.44	-22:43:02.1	2013/11/28 11:43:32	16:50:40.47
C/2012	TLESCAN	EQ	16:10:05.55	-22:43:01.9	2013/11/28 11:43:37	16:50:45.48
C/2012	TLESCAN	EQ	16:10:05.66	-22:43:01.7	2013/11/28 11:43:42	16:50:50.50
C/2012	TLESCAN	EQ	16:10:05.77	-22:43:01.6	2013/11/28 11:43:47	16:50:55.51
C/2012	TLESCAN	EQ	16:10:05.87	-22:43:01.4	2013/11/28 11:43:52	16:51:00.52
C/2012	TLESCAN	EQ	16:10:05.98	-22:43:01.2	2013/11/28 11:43:57	16:51:05.54
C/2012	TLESCAN	EQ	16:10:06.09	-22:43:01.0	2013/11/28 11:44:01	16:51:10.55
C/2012	TLESCAN	EQ	16:10:06.18	-22:43:00.8	2013/11/28 11:44:06	16:51:14.56
C/2012	TLESCAN	EQ	16:10:06.29	-22:43:00.7	2013/11/28 11:44:11	16:51:19.58
C/2012	TLESCAN	EQ	16:10:06.39	-22:43:00.5	2013/11/28 11:44:15	16:51:24.59
C/2012	TLESCAN	EQ	16:10:06.48	-22:43:00.3	2013/11/28 11:44:20	16:51:28.60
C/2012	TLESCAN	EQ	16:10:06.59	-22:43:00.1	2013/11/28 11:44:25	16:51:33.61
C/2012	TLESCAN	EQ	16:10:06.70	-22:42:59.9	2013/11/28 11:44:30	16:51:38.63
C/2012	TLESCAN	EQ	16:10:06.81	-22:42:59.7	2013/11/28 11:44:35	16:51:43.64
C/2012	TLESCAN	EQ	16:10:06.92	-22:42:59.6	2013/11/28 11:44:39	16:51:48.66
C/2012	TLESCAN	EQ	16:10:07.00	-22:42:59.4	2013/11/28 11:44:44	16:51:52.67
C/2012	TLESCAN	EQ	16:10:07.11	-22:42:59.2	2013/11/28 11:44:49	16:51:57.68
C/2012	TLESCAN	EQ	16:10:07.22	-22:42:59.0	2013/11/28 11:44:54	16:52:02.69
C/2012	TLESCAN	EQ	16:10:07.33	-22:42:58.8	2013/11/28 11:44:58	16:52:07.71
C/2012	TLESCAN	EQ	16:10:07.41	-22:42:58.7	2013/11/28 11:45:03	16:52:11.72
C/2012	TLESCAN	EQ	16:10:07.52	-22:42:58.5	2013/11/28 11:45:08	16:52:16.73
C/2012	TLESCAN	EQ	16:10:07.63	-22:42:58.3	2013/11/28 11:45:13	16:52:21.75
C/2012	TLESCAN	EQ	16:10:07.74	-22:42:58.1	2013/11/28 11:45:18	16:52:26.76
C/2012	TLESCAN	EQ	16:10:07.85	-22:42:57.9	2013/11/28 11:45:22	16:52:31.77
C/2012	TLESCAN	EQ	16:10:07.94	-22:42:57.8	2013/11/28 11:45:27	16:52:35.78
C/2012	TLESCAN	EQ	16:10:08.04	-22:42:57.6	2013/11/28 11:45:32	16:52:40.80
C/2012	TLESCAN	EQ	16:10:08.15	-22:42:57.4	2013/11/28 11:45:37	16:52:45.81
C/2012	TLESCAN	EQ	16:10:08.26	-22:42:57.2	2013/11/28 11:45:41	16:52:50.83
C/2012	TLESCAN	EQ	16:10:08.35	-22:42:57.1	2013/11/28 11:45:46	16:52:54.84
C/2012	TLESCAN	EQ	16:10:08.46	-22:42:56.9	2013/11/28 11:45:51	16:52:59.85
C/2012	TLESCAN	EQ	16:10:08.57	-22:42:56.7	2013/11/28 11:45:56	16:53:04.86
C/2012	TLESCAN	EQ	16:10:08.67	-22:42:56.5	2013/11/28 11:46:01	16:53:09.88
C/2012	TLESCAN	EQ	16:10:08.78	-22:42:56.3	2013/11/28 11:46:06	16:53:14.89
C/2012	TLESCAN	EQ	16:10:08.89	-22:42:56.1	2013/11/28 11:46:11	16:53:19.91
C/2012	TLESCAN	EQ	16:10:09.00	-22:42:55.9	2013/11/28 11:46:16	16:53:24.92
C/2012	TLESCAN	EQ	16:10:09.11	-22:42:55.7	2013/11/28 11:46:21	16:53:29.93
C/2012	TLESCAN	EQ	16:10:09.22	-22:42:55.5	2013/11/28 11:46:26	16:53:34.95
C/2012	TLESCAN	EQ	16:10:09.33	-22:42:55.3	2013/11/28 11:46:31	16:53:39.96
C/2012	TLESCAN	EQ	16:10:09.43	-22:42:55.1	2013/11/28 11:46:36	16:53:44.97
C/2012	TLESCAN	EQ	16:10:09.54	-22:42:55.0	2013/11/28 11:46:41	16:53:49.99
C/2012	TLESCAN	EQ	16:10:09.65	-22:42:54.8	2013/11/28 11:46:46	16:53:55.00
C/2012	TLESCAN	EQ	16:10:09.76	-22:42:54.6	2013/11/28 11:46:51	16:54:00.01
C/2012	TLESCAN	EQ	16:10:09.87	-22:42:54.4	2013/11/28 11:46:56	16:54:05.03
C/2012	TLESCAN	EQ	16:10:09.98	-22:42:54.2	2013/11/28 11:47:01	16:54:10.04
C/2012	TLESCAN	EQ	16:10:10.09	-22:42:54.0	2013/11/28 11:47:06	16:54:15.06
C/2012	TLESCAN	EQ	16:10:10.19	-22:42:53.8	2013/11/28 11:47:11	16:54:20.07
C/2012	TLESCAN	EQ	16:10:10.30	-22:42:53.6	2013/11/28 11:47:15	16:54:25.08
C/2012	TLESCAN	EQ	16:10:10.39	-22:42:53.5	2013/11/28 11:47:20	16:54:29.09
C/2012	TLESCAN	EQ	16:10:10.50	-22:42:53.3	2013/11/28 11:47:25	16:54:34.11
C/2012	TLESCAN	EQ	16:10:10.61	-22:42:53.1	2013/11/28 11:47:30	16:54:39.12
C/2012	TLESCAN	EQ	16:10:10.72	-22:42:52.9	2013/11/28 11:47:34	16:54:44.13
C/2012	TLESCAN	EQ	16:10:10.80	-22:42:52.7	2013/11/28 11:47:38	16:54:48.15
C/2012	TLESCAN	EQ	16:10:10.89	-22:42:52.6	2013/11/28 11:47:42	16:54:52.16
C/2012	TLESCAN	EQ	16:10:10.98	-22:42:52.4	2013/11/28 11:47:47	16:54:56.17
C/2012	TLESCAN	EQ	16:10:11.09	-22:42:52.2	2013/11/28 11:47:52	16:55:01.18
C/2012	TLESCAN	EQ	16:10:11.20	-22:42:52.0	2013/11/28 11:47:57	16:55:06.20
C/2012	TLESCAN	EQ	16:10:11.30	-22:42:51.8	2013/11/28 11:48:02	16:55:11.21
C/2012	TLESCAN	EQ	16:10:11.41	-22:42:51.6	2013/11/28 11:48:06	16:55:16.22
C/2012	TLESCAN	EQ	16:10:11.50	-22:42:51.5	2013/11/28 11:48:11	16:55:20.23
C/2012	TLESCAN	EQ	16:10:11.61	-22:42:51.3	2013/11/28 11:48:16	16:55:25.25
C/2012	TLESCAN	EQ	16:10:11.72	-22:42:51.1	2013/11/28 11:48:21	16:55:30.26
C/2012	TLESCAN	EQ	16:10:11.83	-22:42:50.9	2013/11/28 11:48:25	16:55:35.27
C/2012	TLESCAN	EQ	16:10:11.91	-22:42:50.8	2013/11/28 11:48:30	16:55:39.29
C/2012	TLESCAN	EQ	16:10:12.02	-22:42:50.6	2013/11/28 11:48:35	16:55:44.30
C/2012	TLESCAN	EQ	16:10:12.13	-22:42:50.4	2013/11/28 11:48:40	16:55:49.31
C/2012	TLESCAN	EQ	16:10:12.24	-22:42:50.2	2013/11/28 11:48:45	16:55:54.33
C/2012	TLESCAN	EQ	16:10:12.35	-22:42:50.0	2013/11/28 11:48:49	16:55:59.34
C/2012	TLESCAN	EQ	16:10:12.44	-22:42:49.8	2013/11/28 11:48:54	16:56:03.35
C/2012	TLESCAN	EQ	16:10:12.54	-22:42:49.6	2013/11/28 11:48:59	16:56:08.36
C/2012	TLESCAN	EQ	16:10:12.65	-22:42:49.4	2013/11/28 11:49:04	16:56:13.38
C/2012	TLESCAN	EQ	16:10:12.76	-22:42:49.3	2013/11/28 11:49:09	16:56:18.39
C/2012	TLESCAN	EQ	16:10:12.87	-22:42:49.1	2013/11/28 11:49:14	16:56:23.41
C/2012	TLESCAN	EQ	16:10:12.98	-22:42:48.9	2013/11/28 11:49:19	16:56:28.42
C/2012	TLESCAN	EQ	16:10:13.09	-22:42:48.7	2013/11/28 11:49:24	16:56:33.43
C/2012	TLESCAN	EQ	16:10:13.20	-22:42:48.5	2013/11/28 11:49:29	16:56:38.45
C/2012	TLESCAN	EQ	16:10:13.31	-22:42:48.3	2013/11/28 11:49:34	16:56:43.46
C/2012	TLESCAN	EQ	16:10:13.42	-22:42:48.1	2013/11/28 11:49:39	16:56:48.47
C/2012	TLESCAN	EQ	16:10:13.52	-22:42:47.9	2013/11/28 11:49:44	16:56:53.49
C/2012	TLESCAN	EQ	16:10:13.63	-22:42:47.7	2013/11/28 11:49:49	16:56:58.50
C/2012	TLESCAN	EQ	16:10:13.74	-22:42:47.5	2013/11/28 11:49:54	16:57:03.52
C/2012	TLESCAN	EQ	16:10:13.85	-22:42:47.3	2013/11/28 11:49:59	16:57:08.53
C/2012	TLESCAN	EQ	16:10:13.96	-22:42:47.1	2013/11/28 11:50:04	16:57:13.54
C/2012	TLESCAN	EQ	16:10:14.07	-22:42:46.9	2013/11/28 11:50:09	16:57:18.56
C/2012	TLESCAN	EQ	16:10:14.18	-22:42:46.7	2013/11/28 11:50:14	16:57:23.57
C/2012	TLESCAN	EQ	16:10:14.29	-22:42:46.5	2013/11/28 11:50:18	16:57:28.58
C/2012	TLESCAN	EQ	16:10:14.37	-22:42:46.4	2013/11/28 11:50:22	16:57:32.59
C/2012	TLESCAN	EQ	16:10:14.46	-22:42:46.2	2013/11/28 11:50:26	16:57:36.61
C/2012	TLESCAN	EQ	16:10:14.55	-22:42:46.1	2013/11/28 11:50:30	16:57:40.62
C/2012	TLESCAN	EQ	16:10:14.64	-22:42:45.9	2013/11/28 11:50:34	16:57:44.63
C/2012	TLESCAN	EQ	16:10:14.72	-22:42:45.7	2013/11/28 11:50:38	16:57:48.64
C/2012	TLESCAN	EQ	16:10:14.81	-22:42:45.6	2013/11/28 11:50:42	16:57:52.65
C/2012	TLESCAN	EQ	16:10:14.90	-22:42:45.4	2013/11/28 11:50:47	16:57:56.66
C/2012	TLESCAN	EQ	16:10:15.01	-22:42:45.2	2013/11/28 11:50:52	16:58:01.67
C/2012	TLESCAN	EQ	16:10:15.12	-22:42:45.0	2013/11/28 11:50:57	16:58:06.69
C/2012	TLESCAN	EQ	16:10:15.22	-22:42:44.9	2013/11/28 11:51:01	16:58:11.70
C/2012	TLESCAN	EQ	16:10:15.31	-22:42:44.7	2013/11/28 11:51:06	16:58:15.71
C/2012	TLESCAN	EQ	16:10:15.42	-22:42:44.5	2013/11/28 11:51:11	16:58:20.73
C/2012	TLESCAN	EQ	16:10:15.53	-22:42:44.3	2013/11/28 11:51:16	16:58:25.74
C/2012	TLESCAN	EQ	16:10:15.64	-22:42:44.1	2013/11/28 11:51:21	16:58:30.75
C/2012	TLESCAN	EQ	16:10:15.75	-22:42:43.9	2013/11/28 11:51:25	16:58:35.77
C/2012	TLESCAN	EQ	16:10:15.83	-22:42:43.8	2013/11/28 11:51:30	16:58:39.78
C/2012	TLESCAN	EQ	16:10:15.94	-22:42:43.6	2013/11/28 11:51:35	16:58:44.79
C/2012	TLESCAN	EQ	16:10:16.05	-22:42:43.4	2013/11/28 11:51:40	16:58:49.81
C/2012	TLESCAN	EQ	16:10:16.16	-22:42:43.2	2013/11/28 11:51:44	16:58:54.82
C/2012	TLESCAN	EQ	16:10:16.25	-22:42:43.0	2013/11/28 11:51:49	16:58:58.83
C/2012	TLESCAN	EQ	16:10:16.36	-22:42:42.8	2013/11/28 11:51:54	16:59:03.84
C/2012	TLESCAN	EQ	16:10:16.47	-22:42:42.6	2013/11/28 11:51:59	16:59:08.86
C/2012	TLESCAN	EQ	16:10:16.58	-22:42:42.4	2013/11/28 11:52:04	16:59:13.87
C/2012	TLESCAN	EQ	16:10:16.69	-22:42:42.2	2013/11/28 11:52:09	16:59:18.89
C/2012	TLESCAN	EQ	16:10:16.79	-22:42:42.0	2013/11/28 11:52:14	16:59:23.90
C/2012	TLESCAN	EQ	16:10:16.90	-22:42:41.8	2013/11/28 11:52:19	16:59:28.91
C/2012	TLESCAN	EQ	16:10:17.01	-22:42:41.6	2013/11/28 11:52:24	16:59:33.93
C/2012	TLESCAN	EQ	16:10:17.12	-22:42:41.4	2013/11/28 11:52:29	16:59:38.94
C/2012	TLESCAN	EQ	16:10:17.23	-22:42:41.2	2013/11/28 11:52:34	16:59:43.95
C/2012	TLESCAN	EQ	16:10:17.34	-22:42:41.0	2013/11/28 11:52:39	16:59:48.97
C/2012	TLESCAN	EQ	16:10:17.45	-22:42:40.8	2013/11/28 11:52:44	16:59:53.98
C/2012	TLESCAN	EQ	16:10:17.56	-22:42:40.6	2013/11/28 11:52:49	16:59:58.99
C/2012	TLESCAN	EQ	16:10:17.67	-22:42:40.4	2013/11/28 11:52:54	17:00:04.01
C/2012	TLESCAN	EQ	16:10:17.78	-22:42:40.3	2013/11/28 11:52:59	17:00:09.02
C/2012	TLESCAN	EQ	16:10:17.89	-22:42:40.1	2013/11/28 11:53:04	17:00:14.04
C/2012	TLESCAN	EQ	16:10:18.00	-22:42:39.9	2013/11/28 11:53:09	17:00:19.05
C/2012	TLESCAN	EQ	16:10:18.11	-22:42:39.7	2013/11/28 11:53:14	17:00:24.06
C/2012	TLESCAN	EQ	16:10:18.21	-22:42:39.5	2013/11/28 11:53:19	17:00:29.08
C/2012	TLESCAN	EQ	16:10:18.32	-22:42:39.3	2013/11/28 11:53:24	17:00:34.09
C/2012	TLESCAN	EQ	16:10:18.43	-22:42:39.1	2013/11/28 11:53:29	17:00:39.10
C/2012	TLESCAN	EQ	16:10:18.54	-22:42:38.9	2013/11/28 11:53:34	17:00:44.12
C/2012	TLESCAN	EQ	16:10:18.65	-22:42:38.7	2013/11/28 11:53:39	17:00:49.13
C/2012	TLESCAN	EQ	16:10:18.76	-22:42:38.5	2013/11/28 11:53:44	17:00:54.15
C/2012	TLESCAN	EQ	16:10:18.87	-22:42:38.3	2013/11/28 11:53:49	17:00:59.16
C/2012	TLESCAN	EQ	16:10:18.98	-22:42:38.1	2013/11/28 11:53:54	17:01:04.17
C/2012	TLESCAN	EQ	16:10:19.09	-22:42:37.9	2013/11/28 11:53:59	17:01:09.19
